stkcd,fixed_assets_net,total_liab,total_assets,year,net_profit,depreciation,soe,ind_code,listing_state,m2_growth,lev,npr,size,tang,ndts,total_assets_lag1,growth,ind1,is_finance
6,7538751702.75,4214465816.44,11753217519.19,2014,685154590.12,3158718306.25,1,K70,,11.01192923792956,.3585797514220131,.0582950659256768,23.18739287147202,.6414202485779869,.2687534967418598,9968160024.99,.1790759267231759,K,0
6,8208379056.36,4495125152.9,12703504209.26,2015,593119108.5,3083273987.44,1,K70,,13.34310844471526,.3538492276503798,.0466894093731756,23.26514371434046,.6461507723496202,.2427105101592756,11753217519.19,.0808533228044511,K,0
6,8040509904.22,5129875625.74,13170385529.96,2016,924397480.39,4298637648.83,1,K70,,11.33311636279569,.3895007943442929,.0701875794210564,23.30123662561863,.6104992056557073,.3263866224000396,12703504209.26,.0367521679852457,K,0
6,7432572286.19,5707359023.06,13139931309.25,2017,960226743.02,2840526966.24,1,K70,,9.042748404443584,.4343522723777286,.0730769986859853,23.29892162238267,.5656477276222713,.2161751762157523,13170385529.96,-.0023123256825491,K,0
6,7150590828.83,6386137355.96,13536728184.79,2018,1068986598.04,3306021688.2,1,K70,,8.076331386414997,.4717637281906514,.0789693479434066,23.32867243452097,.5282362718093485,.2442260524898976,13139931309.25,.0301977891817951,K,0
6,8575092304.85,7170228545.8,15745320850.65,2019,1102844322.79,4179010100.22,1,K70,,8.744772290921404,.4553878967480042,.0700426706607552,23.4798090692308,.5446121032519958,.2654128258077054,13536728184.79,.1631555746492417,K,0
6,7596761855.69,7837998167.59,15434760023.28,2020,1088579417.27,2303637601.57,1,K70,,10.08347580099083,.5078147088628572,.0705277837574483,23.45988794721116,.4921852911371428,.1492499784962941,15745320850.65,-.0197240075521979,K,0
6,15416658976.27,8184375856.35,23601034832.62,2021,753004143.65,5917506403.02,1,K70,,8.967617464089015,.3467803812160823,.0319055562177825,23.88455639685647,.6532196187839178,.250730802483337,15434760023.28,.5290833674785314,K,0
6,17929595582.11,8469460196.83,26399055778.94,2022,732666201.42,7195789938.29,1,K70,,11.81003437199093,.3208243608313658,.027753500259827,23.99659408050982,.6791756391686342,.2725775496876098,23601034832.62,.1185550110901381,K,0
6,18477436848.52,7441732702.61,25919169551.13,2023,-532588006.19,4152246781.04,1,K70,,9.698250482791909,.2871130839253899,-.0205480351189254,23.97824866899477,.71288691607461,.1601998386888508,26399055778.94,-.0181781587882711,K,0
6,11536088868.9,5690735750.56,17226824619.46,2024,-1727719816.92,3939929684.52,1,K70,,7.274370826491445,.3303415386333912,-.1002924134357477,23.56973357679691,.6696584613666088,.2287089914451978,25919169551.13,-.2686057675263196,K,0
6,10241536877.48,6135551401.28,16377088278.76,2025,10901657.53,3315703516.84,1,K70,,8.535829132077254,.3746423843386986,.0006656651869025,23.51914913881055,.6253576156613013,.202459891551067,17226824619.46,-.0493263476856964,K,0
9,7665398227.94,4120231250.37,11785629478.31,2011,519852645.3,4276937404.21,0,M,,17.32296597385709,.3495978944487249,.0441090266970233,23.19014678542609,.6504021055512751,.3628942698462714,10024647811.49,.1756651904320875,M,0
9,8477977308.4,4693352662.36,13171329970.76,2012,412042877.85,4791983777.33,0,S90,,14.39164522517929,.3563309607138472,.0312833160177996,23.30130833247465,.6436690392861527,.3638192792958703,11785629478.31,.1175754332851047,S,0
9,8559070247.89,5052731140.03,13611801387.92,2013,504265427.21,4816702300.62,0,S90,,13.5889081628378,.3712022381192046,.0370461934345823,23.33420300252358,.6287977618807954,.3538622231804422,13171329970.76,.0334416811466902,S,0
9,9261367292.35,5464128278.29,14725495570.64,2014,588482821.51,4843470994.63,0,S90,,11.01192923792956,.3710658328663989,.0399635325471374,23.41284622096969,.6289341671336012,.3289173509574111,13611801387.92,.0818182804010323,S,0
9,11560350527.06,6553582678.71,18113933205.77,2015,1186421838.95,5337710911.23,0,S90,,13.34310844471526,.3617978825616088,.0654977483615805,23.61994726945558,.6382021174383912,.2946743178632087,14725495570.64,.2301068659370581,S,0
9,13488187993.04,8134737848.16,21622925841.2,2016,541729178.71,6874480988.5,0,S90,,11.33311636279569,.3762089324960913,.0250534632865362,23.79701997030643,.6237910675039087,.3179255683984017,18113933205.77,.1937178742776996,S,0
9,17163559482.16,9945905427.969999,27109464910.13,2017,379474501.28,6233798342.75,0,S90,,9.042748404443584,.3668794445387046,.0139978602505799,24.02314876253184,.6331205554612953,.2299491474072074,21622925841.2,.2537371264750874,S,0
9,19399254079.98,10450547026.42,29849801106.4,2018,1034886531.08,10920426700.02,0,S90,,8.076331386414997,.3501044107184799,.0346697965387151,24.11944401366065,.6498955892815201,.3658458782051511,27109464910.13,.1010841123332544,S,0
9,19502215277.67,10707590318.3,30209805595.97,2019,1164290215.05,11066243139.14,1,S90,,8.744772290921404,.3544408878860311,.0385401425822256,24.13143239723557,.6455591121139688,.366312954381151,29849801106.4,.0120605322724516,S,0
